"match_name","full_name","marathon","year","vaporfly"
"SULEMAN ABRAR SHIFA","SULEMAN ABRAR SHIFA","New York City Marathon",2017,FALSE
"MICHAEL WARDIAN","MICHAEL WARDIAN","New York City Marathon",2017,FALSE
"JASON SIMPSON","JASON SIMPSON","New York City Marathon",2017,NA
"LELISA DESISA","LELISA DESISA","New York City Marathon",2018,TRUE
"SHURA KITATA","SHURA KITATA","New York City Marathon",2018,TRUE
"GEOFFERY KAMWOROR","GEOFFREY KAMWOROR","New York City Marathon",2018,TRUE
"JARED WARD","JARED WARD","New York City Marathon",2018,FALSE
"SHADRACK BIWOTT","SHADRACK BIWOTT","New York City Marathon",2018,FALSE
"JUAN LUIS BARRIOS","JUAN LUIS BARRIOS","New York City Marathon",2018,TRUE
"TADESSE YAE DABI","TADESSE YAE DABI","New York City Marathon",2018,FALSE
"TIMOTHY RITCHIE","TIM RITCHIE","New York City Marathon",2018,FALSE
"HARBERT OKUTI","HARBERT OKUTI","New York City Marathon",2018,TRUE
"SCOTT SMITH","SCOTT SMITH","New York City Marathon",2018,FALSE
"BIRHANU DARE KEMAL","BIRHANU DARE KEMAL","New York City Marathon",2018,TRUE
"MIZAEL CARRERA","MIZAEL CARRERA","New York City Marathon",2018,TRUE
"SULEMAN ABRAR SHIFA","SULEMAN ABRAR SHIFA","New York City Marathon",2018,TRUE
"DIRIBA DEGEFA YIGEZU","DIRIBA DEGEFA YIGEZU","New York City Marathon",2018,TRUE
"NICHOLAS HILTON","NICHOLAS HILTON","New York City Marathon",2018,TRUE
"MICHAEL WARDIAN","MICHAEL WARDIAN","New York City Marathon",2018,FALSE
"CALUM NEFF","CALUM NEFF","New York City Marathon",2018,FALSE
"GEOFFERY KAMWOROR","GEOFFREY KAMWOROR","New York City Marathon",2019,TRUE
"ALBERT KORIR","ALBERT KORIR","New York City Marathon",2019,FALSE
"SHURA KITATA","SHURA KITATA","New York City Marathon",2019,TRUE
"JARED WARD","JARED WARD","New York City Marathon",2019,FALSE
"STEPHEN SAMBU","STEPHEN SAMBU","New York City Marathon",2019,TRUE
"ABDI ABDIRAHMAN","ABDI ABDIRAHMAN","New York City Marathon",2019,TRUE
"CONNOR MCMILLAN","CONNOR MCMILLAN","New York City Marathon",2019,TRUE
"BIRHANU DARE KEMAL","BIRHANU DARE KEMAL","New York City Marathon",2019,TRUE
"TYLER PENNEL","TYLER PENNEL","New York City Marathon",2019,FALSE
"JOHN RANERI","JOHN RANERI","New York City Marathon",2019,TRUE
"TADESSE YAE DABI","TADESSE YAE DABI","New York City Marathon",2019,TRUE
"TYLER JERMANN","TYLER JERMANN","New York City Marathon",2019,TRUE
"DIRIBA DEGEFA YIGEZU","DIRIBA DEGEFA YIGEZU","New York City Marathon",2019,TRUE
"CRAIG LEON","CRAIG LEON","New York City Marathon",2019,FALSE
"BRENDAN MARTIN","BRENDAN MARTIN","New York City Marathon",2019,TRUE
"HARBERT OKUTI","HARBERT OKUTI","New York City Marathon",2019,TRUE
"GIRMAY BIRHANU GEBRU","GIRMAY BIRHANU","Ottawa Marathon",2015,FALSE
"PHILIP KANGOGO","PHILIP KANGOGO","Ottawa Marathon",2015,FALSE
"CHELE DECHASA","CHELE DECHASA","Ottawa Marathon",2015,FALSE
"RACHID KISRI","RACHID KISRI","Ottawa Marathon",2015,FALSE
"PETER KIRUI","PETER KIRUI","Ottawa Marathon",2015,FALSE
"ALFERS LAGAT","ALFERS LAGAT","Ottawa Marathon",2015,FALSE
"JULIUS CHEPKWONY","JULIUS CHEPKWONY","Ottawa Marathon",2015,FALSE
"ROB WATSON","ROBIN WATSON","Ottawa Marathon",2015,FALSE
"LUCAS MCANENEY","LUCAS MCANENEY","Ottawa Marathon",2015,FALSE
"TERENCE ATTEMA","TERENCE ATTEMA","Ottawa Marathon",2015,FALSE
"DINO SEFIR","DINO SEFIR","Ottawa Marathon",2016,FALSE
"SHURA KITATA","SHURA KITATA","Ottawa Marathon",2016,FALSE
"DOMINIC ONDORO","DOMINIC ONDORO","Ottawa Marathon",2016,FALSE
"EVANS RUTO","EVANS RUTO","Ottawa Marathon",2016,FALSE
"LUKA ROTICH","LUKA ROTICH","Ottawa Marathon",2016,FALSE
"ELKANA YEGO","ELKANA YEGO","Ottawa Marathon",2016,FALSE
"MOHAMED HREZI","MOHAMED HREZI","Ottawa Marathon",2016,FALSE
"KIP KANGOGO","KIP KANGOGO","Ottawa Marathon",2016,FALSE
"MAKOROBONDO SALUKOMBO","MAKOROBONDO SALUKOMBO","Ottawa Marathon",2016,FALSE
"MENG-TSUNG CHU","MENG-TSUNG CHU","Ottawa Marathon",2016,FALSE
"BIRHANU GEDEFA","BIRHANU GEDEFA","Ottawa Marathon",2016,FALSE
"SEBOKA DIBABA","SEBOKA DIBABA","Ottawa Marathon",2017,FALSE
"MOSES KIPSIRO","MOSES KIPSIRO","Ottawa Marathon",2017,FALSE
"DAVID KEMBOI KIYENG","DAVID KIYENG","Ottawa Marathon",2017,FALSE
"SAMUEL KOSGEI","SAMUEL KOSGEI","Ottawa Marathon",2017,FALSE
"YEMANE ADHANE TSEGAY","YEMANE TSEGAY","Ottawa Marathon",2018,FALSE
"DOMINIC ONDORO","DOMINIC ONDORO","Ottawa Marathon",2018,FALSE
"WERKUNEH SEYOUM ABOYE","WERKUNEH SEYOUM","Ottawa Marathon",2018,FALSE
"JONATHAN MOTT","JONATHAN MOTT","Ottawa Marathon",2018,TRUE
"MIKE MORGAN","MIKE MORGAN","Ottawa Marathon",2018,FALSE
"MOHAMED HREZI","MOHAMED HREZI","Ottawa Marathon",2018,FALSE
"LUCAS MCANENEY","LUCAS MCANENEY","Ottawa Marathon",2018,FALSE
"TONY MIGLIOZZI","TONY MIGLIOZZI","Ottawa Marathon",2018,FALSE
"CESAR MARTINS","CESAR MARTINS","Ottawa Marathon",2018,FALSE
"ALBERT KORIR","ALBERT KORIR","Ottawa Marathon",2019,FALSE
"ABERA KUMA","ABERA KUMA","Ottawa Marathon",2019,TRUE
"GETU FELEKE","GETU FELEKE","Ottawa Marathon",2019,TRUE
"TEKLU DENEKE","TEKLU DENEKE","Philadelphia Marathon",2015,FALSE
"ABRAHAM KIPROP RUTTO","ABRAHAM KIPROP RUTTO","Philadelphia Marathon",2015,FALSE
"JOHN RANERI","JOHN RANERI","Philadelphia Marathon",2015,FALSE
"ADAM BOHACH","ADAM BOHACH","Philadelphia Marathon",2015,FALSE
"RYAN MCGUIRE","RYAN MCGUIRE","Philadelphia Marathon",2015,FALSE
"RICHARD KESSIO","RICHARD KESSIO","Philadelphia Marathon",2015,FALSE
"KIMUTAI CHERUIYOT","KIMUTAI CHERUIYOT","Philadelphia Marathon",2016,FALSE
"JACOB CHEMTAI","JACOB CHEMTAI","Philadelphia Marathon",2016,FALSE
"BADO MERDESSA","BADO MERDESSA","Philadelphia Marathon",2016,FALSE
"WESLEY LANGAT","WESLEY LANGAT","Philadelphia Marathon",2016,FALSE
"JULIUS KOSKEI","JULIUS KOSKEI","Philadelphia Marathon",2016,FALSE
"SAM MORSE","SAM MORSE","Philadelphia Marathon",2016,FALSE
"CHARLIE HURT","CHARLIE HURT","Philadelphia Marathon",2016,FALSE
"NELSON OYUGI","NELSON OYUGI","Philadelphia Marathon",2017,FALSE
"TEKLU DENEKE","TEKLU DENEKE","Philadelphia Marathon",2017,TRUE
"KIPLANGAT TERER","KIPLANGAT TERER","Philadelphia Marathon",2017,FALSE
"KIMUTAI CHERUIYOT","KIMUTAI CHERUIYOT","Philadelphia Marathon",2017,FALSE
"TADESSE YAE DABI","TADESSE YAI DABI","Philadelphia Marathon",2018,TRUE
"BIRHANU DARE KEMAL","BIRHANU DARE KEMEL","Philadelphia Marathon",2018,NA
"DIRIBA DEGEFA YIGEZU","DIRIBA YIGEZU","Philadelphia Marathon",2018,TRUE
"NELSON OYUGI","NELSON OYUGI","Philadelphia Marathon",2018,FALSE
"SAM MORSE","SAM MORSE","Philadelphia Marathon",2018,FALSE
"DIRIBA DEGEFA YIGEZU","DIRIBA DEGEFA YIGEZU","Philadelphia Marathon",2019,TRUE
"MICHAEL CASSIDY","MICHAEL CASSIDY","Philadelphia Marathon",2019,FALSE
"JORDAN CHIPANGAMA","JORDAN CHIPANGAMA","Phoenix Marathon",2015,FALSE
"TEKLU DENEKE","TEKLU DENEKE","Phoenix Marathon",2017,NA
"TEKLU DENEKE","TEKLU DENEKE","Phoenix Marathon",2018,NA
"TONY MIGLIOZZI","TONY MIGLIOZZI","Phoenix Marathon",2019,TRUE
"HILARY TOO","HILARY TOO","Richmond Marathon",2015,FALSE
"KENNEDY KEMEI","KENNEDY KEMEI","Richmond Marathon",2015,FALSE
"MENGISTU TABOR NEBSI","MENGISTU TABOR NEBSI","Richmond Marathon",2015,FALSE
"JOHN MASON","JOHN MASON","Richmond Marathon",2015,NA
"DADI BEYENE","DADI BEYENE","Richmond Marathon",2016,FALSE
"PETER LIMO","PETER LIMO","Richmond Marathon",2016,FALSE
"KENNEDY KEMEI","KENNEDY KEMEI","Richmond Marathon",2016,FALSE
"JULIUS KOSKEI","JULIUS KOSKEI","Richmond Marathon",2017,FALSE
"SULEMAN ABRAR SHIFA","SULEMAN ABRAR SHIFA","Richmond Marathon",2018,TRUE
"ALEX WILSON","ALEX WILSON","Richmond Marathon",2018,NA
"KIMUTAI CHERUIYOT","KIMUTAI CHERUIYOT","Richmond Marathon",2019,FALSE
"ISHHIMAEL CHEMTAN","ISHHIMAEL CHEMTAN","Toronto Waterfront Marathon",2015,FALSE
"GILBERT KIRWA","GILBERT KIRWA","Toronto Waterfront Marathon",2015,FALSE
"LABAN KORIR","LABAN KORIR","Toronto Waterfront Marathon",2015,FALSE
"ROBERT CHEMOSIN","ROBERT CHEMOSIN","Toronto Waterfront Marathon",2015,FALSE
"BELAY ASEFA","BELAY ASEFA","Toronto Waterfront Marathon",2015,FALSE
"MATHEW BOWEN","MATHEW BOWEN","Toronto Waterfront Marathon",2015,FALSE
"ERIC GILLIS","ERIC GILLIS","Toronto Waterfront Marathon",2015,FALSE
"EDWIN KIPTOO","EDWIN KIPTOO","Toronto Waterfront Marathon",2015,FALSE
"WILY CANCHANYA","WILY CANCHANYA","Toronto Waterfront Marathon",2015,FALSE
"PETER SOME","PETER SOME","Toronto Waterfront Marathon",2015,FALSE
"KIP KANGOGO","KIP KANGOGO","Toronto Waterfront Marathon",2015,FALSE
"MICHAEL KIPYEGO","MICHAEL KIPYEGO","Toronto Waterfront Marathon",2015,FALSE
"JOE MOORE","JOE MOORE","Toronto Waterfront Marathon",2015,FALSE
"PAUL MOLYNEUX","PAUL MOLYNEUX","Toronto Waterfront Marathon",2015,FALSE
"PATRICK RIZZO","PAT RIZZO","Toronto Waterfront Marathon",2015,FALSE
"JOHN MASON","JOHN MASON","Toronto Waterfront Marathon",2015,FALSE
"TERENCE ATTEMA","TERENCE ATTEMA","Toronto Waterfront Marathon",2015,FALSE
"PHILEMON RONO","PHILEMON RONO","Toronto Waterfront Marathon",2016,FALSE
"SEBOKA DIBABA","SEBOKA DIBABA","Toronto Waterfront Marathon",2016,FALSE
"ALBERT KORIR","ALBERT KORIR","Toronto Waterfront Marathon",2016,FALSE
"ISHHIMAEL CHEMTAN","ISHHIMAEL CHEMTAN","Toronto Waterfront Marathon",2016,FALSE
"ERIC GILLIS","ERIC GILLIS","Toronto Waterfront Marathon",2016,FALSE
"NICHOLAS ROTICH","NICHOLAS ROTICH","Toronto Waterfront Marathon",2016,FALSE
"JULIUS ARILE","JULIUS ARILE","Toronto Waterfront Marathon",2016,FALSE
"KIP KANGOGO","KIP KANGOGO","Toronto Waterfront Marathon",2016,FALSE
"BENJAMIN P. ZYWICKI","BENJAMIN ZYWICKI","Toronto Waterfront Marathon",2016,FALSE
"CALUM NEFF","CALUM NEFF","Toronto Waterfront Marathon",2016,FALSE
"ERIC NOEL","ERIC NOEL","Toronto Waterfront Marathon",2016,NA
"PHILEMON RONO","PHILEMON RONO","Toronto Waterfront Marathon",2017,TRUE
"DICKSON CHUMBA","DICKSON CHUMBA","Toronto Waterfront Marathon",2017,FALSE
"ALEX CHESAKIT","ALEX CHESAKIT","Toronto Waterfront Marathon",2017,FALSE
"TADESE TOLA","TADESE TOLA","Toronto Waterfront Marathon",2017,FALSE
"JOHN MASON","JOHN MASON","Toronto Waterfront Marathon",2017,FALSE
"ERIC NOEL","ERIC NOEL","Toronto Waterfront Marathon",2017,NA
"PHILEMON RONO","PHILEMON RONO","Toronto Waterfront Marathon",2018,TRUE
"TERENCE ATTEMA","TERENCE ATTEMA","Toronto Waterfront Marathon",2018,FALSE
"LUCAS MCANENEY","LUCAS MCANENEY","Toronto Waterfront Marathon",2018,FALSE
"PHILEMON RONO","PHILEMON RONO","Toronto Waterfront Marathon",2019,TRUE
"LEMI BERHANU HAYLE","LEMI BERHANU","Toronto Waterfront Marathon",2019,FALSE
"ABERA KUMA","ABERA KUMA","Toronto Waterfront Marathon",2019,TRUE
"JUAN LUIS BARRIOS","JUAN LUIS BARRIOS","Toronto Waterfront Marathon",2019,TRUE
"CALUM NEFF","CALUM NEFF","Toronto Waterfront Marathon",2019,TRUE
"DANIEL VARGAS","DANIEL VARGAS","Toronto Waterfront Marathon",2019,TRUE
"DOMINIC ONDORO","DOMINIC ONDORO","Twin Cities Marathon",2015,FALSE
"ELISHA BARNO","ELISHA BARNO","Twin Cities Marathon",2015,FALSE
"JACOB CHEMTAI","JACOB CHEMTAI","Twin Cities Marathon",2015,FALSE
"ABRAHAM CHELANGA","ABRAHAMM CHELANGA","Twin Cities Marathon",2015,FALSE
"KIPCHUMBA CHELIMO","KIPCHUMBA CHELIMO","Twin Cities Marathon",2015,FALSE
"DAVID TUWEI","DAVID TUWEI","Twin Cities Marathon",2015,FALSE
"GRIFFITH GRAVES","GRIFFITH GRAVES","Twin Cities Marathon",2015,FALSE
"MICHAEL WARDIAN","MICHAEL WARDIAN","Twin Cities Marathon",2015,FALSE
"DOMINIC ONDORO","DOMINIC ONDORO","Twin Cities Marathon",2016,FALSE
"ELISHA BARNO","ELISHA BARNO","Twin Cities Marathon",2016,FALSE
"RODGERS GESABWA","RODGERS GESABWA","Twin Cities Marathon",2016,FALSE
"JACOB CHEMTAI","JACOB CHEMTAI","Twin Cities Marathon",2016,FALSE
"ADAM BOHACH","ADAM BOHACH","Twin Cities Marathon",2016,FALSE
"TERENCE ATTEMA","TERENCE ATTEMA","Twin Cities Marathon",2016,FALSE
"JONATHAN PETERSON","JONATHAN PETERSON","Twin Cities Marathon",2016,FALSE
"KENNEDY KEMEI","KENNEDY KEMEI","Twin Cities Marathon",2016,FALSE
"DOMINIC ONDORO","DOMINIC ONDORO","Twin Cities Marathon",2017,FALSE
"ELISHA BARNO","ELISHA BARNO","Twin Cities Marathon",2017,NA
"NELSON OYUGI","NELSON OYUGI","Twin Cities Marathon",2017,NA
"JOE MOORE","JOE MOORE","Twin Cities Marathon",2017,FALSE
"MICHAEL CROUCH","MICHAEL CROUCH","Twin Cities Marathon",2017,NA
"ELISHA BARNO","ELISHA BARNO","Twin Cities Marathon",2018,FALSE
"BIRHANU DARE KEMAL","BIRHANU KEMAL","Twin Cities Marathon",2018,TRUE
"TYLER JERMANN","TYLER JERMAN","Twin Cities Marathon",2018,FALSE
"COLE ATKINS","COLE ATKINS","Twin Cities Marathon",2018,FALSE
"JAPHET KIPKOECH","JAPHET KIPKOECH","Twin Cities Marathon",2018,FALSE
"GREGORY LEAK","GREGORY LEAK","Twin Cities Marathon",2018,TRUE
"DONOVAN FELLOWS","DONOVAN FELLOWS","Twin Cities Marathon",2018,FALSE
"DOMINIC ONDORO","DOMINIC ONDORO","Twin Cities Marathon",2019,FALSE
"TRAVIS MORRISON","TRAVIS MORRISON","Twin Cities Marathon",2019,FALSE
"LUKA CHELIMO","LUKA CHELIMO","Vancouver Intl Marathon",2015,FALSE
"DANIEL KIPKOECH","DANIEL KIPKOECH","Vancouver Intl Marathon",2015,FALSE
"KIP KANGOGO","KIP KANGOGO","Vancouver Intl Marathon",2015,FALSE
"SAEKI MAKINO","SAEKI MAKINO","Vancouver Intl Marathon",2015,FALSE
"DANIEL KIPKOECH","DANIEL KIPKOECH","Vancouver Intl Marathon",2016,FALSE
"HABTESELASSA LEMMA GEMECHU","HABTESELASSA LEMMA GEMECHU","Vancouver Intl Marathon",2016,FALSE
"MATT HENSLEY","MATT HENSLEY","Vancouver Intl Marathon",2016,NA
"DANIEL KIPKOECH","DANIEL KIPKOECH","Vancouver Intl Marathon",2017,FALSE
"ROB WATSON","ROBIN WATSON","Vancouver Intl Marathon",2017,NA
"ROB WATSON","ROBIN WATSON","Vancouver Intl Marathon",2018,TRUE
"YUKI KAWAUCHI","YUKI KAWAUCHI","Vancouver Intl Marathon",2019,FALSE
"LUKA CHELIMO","LUKA CHELIMO","Vancouver Intl Marathon",2019,FALSE
"SAEKI MAKINO","SAEKI MAKINO","Vancouver Intl Marathon",2019,FALSE
"DANIEL KIPKOECH","DANIEL KIPKOECH","Vancouver Intl Marathon",2019,FALSE
"ROB WATSON","ROBIN WATSON","Vancouver Intl Marathon",2019,FALSE
"MATT PELLETIER","MATT PELLETIER","Vermont City Marathon",2015,FALSE
"BLAIR TEAL","BLAIR TEAL","Vermont City Marathon",2015,FALSE
"DAVID SINCLAIR","DAVID SINCLAIR","Vermont City Marathon",2015,FALSE
"MICHAEL WARDIAN","MICHAEL WARDIAN","Vermont City Marathon",2015,FALSE
"MATT PELLETIER","MATT PELLETIER","Vermont City Marathon",2016,FALSE
"SAM MORSE","SAM MORSE","Vermont City Marathon",2016,FALSE
"BLAIR TEAL","BLAIR TEAL","Vermont City Marathon",2016,FALSE
"TYLER ANDREWS","TYLER ANDREWS","Vermont City Marathon",2017,FALSE
"SAM MORSE","SAM MORSE","Vermont City Marathon",2017,FALSE
"DAVID SINCLAIR","DAVID SINCLAIR","Vermont City Marathon",2017,FALSE
"TYLER ANDREWS","TYLER ANDREWS","Vermont City Marathon",2018,FALSE
"NICHOLAS HILTON","NICHOLAS HILTON","Vermont City Marathon",2018,FALSE
"TADESSE YAE DABI","TADESSE YAE DABI","Vermont City Marathon",2018,FALSE
"SAM MORSE","SAM MORSE","Vermont City Marathon",2018,FALSE
"ERIC ASHE","ERIC ASHE","Vermont City Marathon",2019,TRUE
"TYLER ANDREWS","TYLER ANDREWS","Vermont City Marathon",2019,FALSE
"TIMOTHY CHICHESTER","TIM CHICHESTER","Wineglass Marathon",2017,FALSE
